,PM2.5,water_EQI_22July2013,land_EQI_22July2013,PCP Ratio,MHP Ratio,Dentist Ratio,FIPS,Latitude,Longitude,% Fair/Poor Health,Physically Unhealthy Days,Mentally Unhealthy Days,% No high school diploma,% Bachelors,Median household income,Healthcare Costs,Preventable Hosp. Rate,% Smokers,% Obese,Food Environment Index,% Physically Inactive,% Insufficient Sleep,% With Access to Exercise,% Excessive Drinking,% Alcohol-Impaired Driving,% Uninsured,% Diabetic,% Unemployed,Income Ratio,Violent Crime Rate,Injury Death Rate,% Severe Housing Problems,% Long Commute - Drives Alone,Years of Potential Life Lost Rate,Chlamydia Rate,perc_pop_fluo,PrescribingRate
2449,10.2,0.0056024,-0.1267501,2746,1175,1510,47043,36.106096,-87.345598,18.62624082,4.616760638,4.649978011,4.173622705,5607.606558,49518,11363.59,7773,20.99109484,32,8.1,28.9,35.64725374,68.19957315,14.48829055,23.80952381,11.18422561,13,3.299057412,4.457092737,497.1237145,112.6865643,12.53031528,46.8,11097.47826,295.2,0.953993777,119.5
2450,10.2,-0.0346776,0.4765558,2218,1972,1873,47045,36.058797,-89.359385,21.64749923,4.946799141,4.633644764,3.696098563,4181.676242,44549,11832.84,8595,22.78908359,37.7,6.6,32.5,35.68472754,61.61210382,13.66888418,25.64102564,9.850726853,16.4,4.83511034,4.471523748,771.4143034,66.06346321,10.61620898,21.5,10772.52206,625.4,0.78937463,156.2
2451,10,-0.0840473,-1.051015,2639,13345,3336,47047,35.203083,-89.470445,17.03037716,4.252670223,4.487628188,9.56937799,4594.288294,60112,9444.8,4784,18.59537439,34.4,7.9,25.4,35.16905077,49.493661,13.54928766,34.28571429,9.265522302,14.6,3.979051938,5.14132454,258.3781018,75.32113267,12.39474571,60.1,8098.327412,451.9,0.870016571,65.4
2452,9.1,-0.3294165,-1.187713,2576,4534,9068,47049,36.365518,-84.93663,24.43723449,5.474768476,5.221582771,4.782608696,1507.121568,32895,12318.43,7584,25.01276585,30.2,8,30.4,33.1903089,45.84330976,12.05153205,19.04761905,12.37733687,14.7,4.486819966,4.471649674,167.2800268,76.79465776,12.93634497,33.5,11184.40901,195.3,1,159.1
2453,10.2,-0.0602483,-0.0642189,1390,2192,3471,47051,35.206924,-86.116239,17.83413545,4.626164264,4.700417166,6.839622642,5870.997543,49596,10910.72,6606,21.14682604,32.3,7.8,31.1,35.16329892,54.45532495,14.35641476,33.33333333,10.87879364,13.9,3.782589039,4.635274594,381.5595644,93.56973357,11.56441718,28.3,9590.502241,161.6,0.801893008,101.8
2454,10.4,-0.0381097,0.1183597,2246,5457,2585,47053,35.938053,-88.876406,21.8932919,4.918118046,5.047347871,5.810397554,5980.892819,42859,10386.01,6016,22.00261912,35.9,7.3,35.5,34.74150577,55.22009541,12.82914598,26.66666667,9.19882792,15.2,4.563733284,4.608729411,553.3524866,88.72143899,14.83290488,34.1,10835.8368,587.1,0.729241077,128.1
2455,10.6,-0.0317786,0.5455694,2254,2262,2940,47055,35.191241,-87.031071,20.44071806,4.790395189,4.640948611,9.248554913,2852.790038,47838,10868.92,5813,22.59938186,35.3,7.8,32.4,34.68478436,43.65609632,13.33879187,27.65957447,11.57441628,14.6,3.41025641,4.20797465,311.2177481,112.2179921,10.40283311,32.4,10571.76573,497.5,0.947740382,111
2456,10.3,-1.525899,0.0028796,5768,5786,7715,47057,36.269199,-83.483361,19.99862094,4.922741326,4.799323791,5.511811024,2110.541523,43190,10473.81,4399,23.10288894,32.3,8.4,29.3,36.16909105,22.29333098,13.47151379,11.11111111,12.09458727,13.9,4.198108194,3.792791883,210.3694614,83.74917123,12.5698324,54,10894.81913,240.7,1,80
2457,10,-0.1214978,0.0534079,1674,1147,2548,47059,36.177294,-82.833456,20.59199691,4.747569033,4.705042387,5.612244898,8059.598744,40145,9721.87,6052,21.61583755,35.6,8,34.1,37.76765254,42.51863259,13.11677355,23.45679012,10.90623403,15.1,4.486181394,4.373076478,317.1679967,98.65588652,11.83178902,27.4,10589.11289,335.4,1,107.9
2458,9.6,-0.0577539,-0.839968,1673,2672,4061,47061,35.341946,-85.720235,22.82280347,5.380047794,5.297859663,6.282722513,997.4541973,34454,9958.39,6307,25.33230604,34.3,7.7,30.2,36.11049323,36.61242064,12.38027745,17.64705882,13.89131067,16.1,4.988662132,4.864351558,402.0250149,135.5901898,14.36781609,43.9,13419.60035,96.7,1,141.6
2459,10.3,-0.0522371,0.2604749,1595,663,1692,47063,36.215973,-83.296406,22.83857388,5.115679886,4.82615206,5.891472868,5699.526702,44181,10146.44,5591,23.64551497,33,6.6,33.6,36.83921194,77.54700691,13.06106617,28,13.14115656,14.6,4.016549502,4.865663685,475.8715777,98.24481853,16.01961586,23.1,10138.20124,279.2,1,143.6
2460,10.9,0.8533885,-0.0494339,910,520,1391,47065,35.093485,-85.205177,16.85368949,4.198307519,4.430274834,15.41515051,79119,52096,10142.65,4250,20.14660667,31.4,6.9,24.7,36.66035387,86.89276384,14.37457313,23.31606218,9.869038896,13.2,3.627218868,4.912034845,662.6181939,72.29287977,15.21420188,23.9,8302.854816,580.9,1,109.2
2461,9.7,0.0254662,0.0784732,6577,880,3300,47067,36.517795,-83.23135,23.78481877,5.407669439,5.237048016,11.68831169,407.3192392,29689,12727.34,2725,26.14701706,31.2,7.7,30.9,36.89612288,7.200469277,12.42544152,64.28571429,11.84210526,13.5,5.802047782,4.956482114,121.340816,142.0583346,9.43738657,56.3,15071.24999,136.9,0,108.1
2462,9.7,-0.0537833,-1.427659,4239,877,3635,47069,35.22229,-89.017224,24.50089614,5.047830075,4.831735403,11.58301158,2174.581572,38426,10686.81,6975,24.43560385,37.8,5.3,29.1,40.6923241,30.84431072,12.1657661,21.73913044,10.91814287,15.1,5.160315233,4.514847106,626.1146003,71.39531274,17.34401832,38.8,10286.92797,848,0.727910621,93
2463,9.8,0.0410191,-0.5918757,1834,1231,4308,47071,35.199678,-88.226837,22.65153936,5.006071167,4.772661248,9.236947791,3126.531264,39318,10598.04,5212,22.08373855,31.9,7.5,30.4,33.19435504,51.90962883,12.55152249,23.52941177,11.58431848,13.6,4.711187872,4.802943136,521.305968,127.7238069,14.74164134,27.5,12668.89141,306.7,0.688037417,145.4
2464,10.4,0.0316516,0.1427006,3535,6273,5646,47073,36.462944,-82.873902,20.73554172,4.914467419,4.748456741,2.94599018,3373.889122,41397,10130.81,4109,20.9004353,32.6,7.7,32.8,34.72497918,54.1621945,12.64394635,27.77777778,10.60968789,14.7,4.194982801,4.364306522,275.3289387,95.39692186,11.91452623,34.6,10767.8856,230.2,0.634486591,73.7
2465,10,-0.0773842,-0.0846062,2976,14473,4393,47075,35.586187,-89.267291,24.33375205,5.075759417,4.830004951,11.25541125,1604.324162,34556,9325.7,5283,21.98016621,36.9,6.1,31.8,39.2920329,50.89689679,11.22670525,32.55813954,10.43249966,14.1,5.174825175,5.712404609,1088.405153,60.09481627,17.90299572,32.5,10142.90737,799,0.956235625,79.1
2466,9.9,-0.030337,-0.8753923,3091,2313,3469,47077,35.648436,-88.402036,21.8267425,4.88119629,4.829321024,1.734104046,2425.49483,43806,11769.33,6670,24.10762938,32.5,7.5,32.4,38.2926615,47.39817782,13.61121661,17.77777778,11.09198446,15,5.132728495,4.596121618,446.2698243,83.78388055,12.11840888,39.8,11871.40705,474.7,0.817092271,115.9
2467,10.4,-0.0395528,-0.3814325,1346,550,2028,47079,36.319164,-88.293739,21.49979085,5.093711081,4.79617851,9.294871795,4345.860788,41756,9722.81,5170,22.7128459,33.6,7.4,33.4,35.49963676,63.93751933,13.83557737,45.45454546,11.65332575,14.7,4.524403278,4.428302331,334.0791845,112.1986598,11.76688938,21.7,10441.67568,367.1,0.761967541,166.8
2468,9.8,0.1038468,-0.1406678,4859,2486,3552,47081,35.852522,-87.403679,21.3004668,5.007108716,4.790088692,5.303030303,3043.016651,42824,10701.17,4291,23.55549493,36,7.7,25.3,36.42803539,33.62089915,14.01548038,17.14285714,12.40849195,12.6,3.401612754,4.516211553,383.236494,103.1324433,14.82326112,59.6,10307.83845,217.5,0.927180931,64.9
2469,10,-1.178222,-0.3301638,4067,587,8213,47083,36.304687,-87.70333,21.71136129,5.171478459,5.039986731,3.06122449,1004.023386,42018,11773.85,7784,23.22395871,33.5,7.9,29.5,36.20036239,46.3802516,13.07248067,38.46153846,11.52701645,14.3,5.741029641,4.026135105,219.9682268,109.609061,14.63790447,52,10724.63264,245.4,0.667143129,126.8
2470,10,-0.0502858,-0.1446335,3669,2054,3081,47085,36.072233,-87.774505,18.76022323,4.62243018,4.641364482,8.695652174,1952.104126,45866,11624.15,6916,21.83611351,34.2,8,27.7,34.97241781,39.06570288,14.10628275,26.66666667,9.767473764,13.9,4.2760181,4.589285714,259.2459803,134.6558066,10.45614035,39.8,11271.31105,297.8,0.61294351,114.2
2471,9.8,-0.3278102,0.2951275,5783,489,2919,47087,36.329916,-85.628303,24.2395199,5.536768318,5.231509943,13.79310345,2000.836031,36815,10548.02,7974,25.86446628,31.6,7.9,31.6,36.6887732,74.18800481,12.41099297,29.41176471,13.11881188,14.5,5.320540776,4.444474836,169.4915254,100.2818265,14.45916115,58.5,10423.40644,330.2,0.280751769,47
2472,10.3,0.0412291,-0.1370773,2141,3363,4484,47089,36.067034,-83.453522,17.90513984,4.638826499,4.605036395,4.119850187,7708.656033,45556,10258.16,4899,21.23721872,34.5,8.3,29.2,32.87676545,52.35668294,13.82881803,16.98113208,10.87605295,13.9,4.0161815,4.376332304,247.1768069,69.33480042,13.21138211,39.3,9366.671038,240.4,0.922462366,98.9
2473,8.6,-0.0117152,0.376656,2959,1179,4423,47091,36.450735,-81.843103,22.90598951,5.255656348,5.059654866,3.50877193,2132.415521,36331,10319.69,4667,24.00020293,30.5,7.5,28.6,37.00972636,100,13.01026763,31.57894737,12.22084879,13.5,3.93442623,4.684019629,627.6795472,96.50884852,15.83452211,35.8,13047.44104,140.2,0.839247609,88
2474,10.5,0.8763268,-0.1146949,877,283,1698,47093,35.973839,-83.985913,18.79996981,4.432755864,4.767454707,10.46724691,127821.9864,55299,9675.35,4400,20.13521278,31.5,7.3,21.3,34.07411947,84.06111618,16.70771343,25.25252525,9.210164254,11.7,3.157323095,4.921808783,505.6478766,91.53259418,14.13711061,25.3,8716.053172,533.3,1,84.7
2475,10.7,-0.0213523,0.5793593,17915,7468,7468,47095,36.357362,-89.468133,26.13610775,5.315403961,4.835249142,3.773584906,843.0513761,31144,13891.56,11277,26.5878434,35,6.7,32.4,38.72288266,23.046476,14.03142107,50,11.20475954,12.2,5.648197956,6.319863598,209.7535396,79.0180688,11.00478469,29,11958.31707,805.2,0.371729872,58.1
2476,10.2,-0.0332969,0.3002138,13387,6319,5055,47097,35.762745,-89.54174,26.19015653,5.395575723,4.935048226,1.683501684,2203.127326,38718,11490.98,5985,25.63042167,38.2,6.3,32.4,40.26696329,37.10947331,12.94003096,25.92592593,11.19543651,16.6,5.912215759,4.82006897,680.6455154,96.89922481,20.15306122,29.8,11166.97149,772.2,0.508200914,91.5
2477,9.9,0.0251036,-0.0157753,2393,1356,3945,47099,35.2351,-87.355853,20.26409518,4.930905306,4.920159359,5.353319058,3544.21053,41505,10123.87,4875,22.61132463,33.7,8,32.6,37.27782324,52.06716186,13.95979512,13.79310345,11.47016843,14.5,4.361528505,4.384914376,462.4004718,78.29164811,14.12604781,36.6,10249.45426,328.9,0,130
2478,9.5,-1.108017,-0.3558229,5952,2407,2407,47101,35.533806,-87.523745,20.23981894,4.91180126,4.752752641,6.617647059,886.0526301,37959,9931.91,3725,22.01760799,36.4,8.1,30.6,34.77021118,25.770907,13.85758432,12.5,11.62294732,15,4.529828109,4.103932277,484.3940862,119.0077104,8.81104034,32.3,11517.10499,354.3,0,134.5
2479,10.6,-1.419506,0.4733354,1869,3375,3750,47103,35.107495,-86.574658,22.23288224,4.951031975,4.911848117,5.46875,4172.832924,49295,9937.75,4046,23.69646737,35.2,7.8,33.9,39.4495039,38.85974641,13.8071204,25,11.15681043,14.2,3.278989949,4.306825201,463.1342201,93.81921394,13.55807988,40.1,10383.00555,317.1,0.472554985,94.9
2480,10.6,-0.1127353,0.0995971,1979,1682,2006,47105,35.759679,-84.286322,17.75260034,4.572146718,4.4954273,8.527131783,7511.576209,57641,9135.05,4153,18.32219128,29.5,7.9,28.3,32.71207108,53.24161793,13.41948739,30.43478261,12.34412328,13.3,3.638051454,3.967829794,221.1721148,101.1896623,11.46926537,33.5,9864.497671,262.1,1,91.5
2481,10.3,0.8043678,0.0974117,1957,1706,2518,47107,35.425632,-84.598553,20.68544835,4.938861204,4.992560957,5.522682446,6739.111132,39860,9604.72,4549,24.9583379,31.4,7.8,35,36.13567218,50.01721961,13.17546519,27.11864407,10.4160195,13.5,4.346873494,4.900105023,515.0377726,97.59506025,14.81481482,32.5,10674.48452,360.9,1,133.1
2482,9.9,-1.175004,-0.9029309,2882,765,2364,47109,35.177181,-88.542589,23.02712156,5.28388085,5.202173393,5.050505051,2471.115421,39407,10162.85,5882,25.93123528,32.3,7.4,31.4,36.21487923,37.07766059,12.5010045,14.70588235,11.90335597,15,5.61052264,4.665168978,372.8560776,115.0200902,14.08308004,36.9,11517.2383,287.7,0,149.8
2483,10.3,-0.3235061,0.3221787,5863,24079,6020,47111,36.535537,-86.022066,21.93833288,5.13804952,5.013589693,12.22222222,1821.844366,41266,12730.82,11340,22.24297005,34,8.4,35.3,36.9239365,41.08234448,14.41302678,10,14.48566871,14.6,3.416470588,4.536794171,287.6546414,118.5465166,14.85036702,48.8,10860.54336,211.4,0,113.7
2484,10,0.0110033,-1.149649,751,434,1457,47113,35.650005,-88.822589,19.11774148,4.522464899,4.540545755,12.58811682,16111.439,46424,10374.3,5440,18.91543272,36.3,6.5,26.6,37.2469304,79.71798889,12.41560394,27.63157895,9.118646241,13.1,3.924900531,5.122329331,833.7742146,74.31195095,16.98626411,15.8,9940.320126,741.7,0.996885608,114.7
2485,10.2,-0.0240779,-0.4352141,1673,4061,4061,47115,35.109364,-85.604158,19.75105645,4.821966466,4.89486697,12.41830065,2565.84633,47331,10504.06,3706,22.46439551,32.4,7.8,29.8,36.51427826,66.84491979,13.97235322,22.5,9.779650601,16.7,4.804533509,4.903657908,287.6183795,90.0526949,14.22993492,48,10933.15067,291.4,0.997865703,84.3
2486,10.4,0.066779,0.3747615,7979,2533,4116,47117,35.488656,-86.772777,17.26650351,4.420016795,4.420973835,5.623471883,3341.625511,52415,10259.2,3919,20.01035687,31.7,7.8,28,35.21058469,51.57265571,14.63124196,25,11.35485806,12.6,3.327969102,3.92995223,512.2674575,87.5331398,12.40601504,49.4,9513.831728,332.8,0,121.9
2487,10,0.0292317,0.4939868,1764,433,1646,47119,35.623,-87.045667,19.45067186,4.641223555,4.672934789,9.147869674,11266.91445,56999,9212.11,4261,21.34534617,32.9,7.8,29.6,35.86846348,58.60467414,14.32943886,18.07228916,9.436238763,11.4,3.215096977,4.118621893,452.9079337,76.73443737,14.23071,43.5,8248.925682,414.8,0,114.7
2488,10.2,-1.511089,-0.189963,2401,12068,12068,47121,35.503802,-84.815615,20.99255074,5.105964527,5.008361929,3.149606299,1135.127177,45695,9819.86,4130,23.36115145,33.4,8.2,33.2,35.40934562,32.97030545,13.07665659,23.07692308,11.91259149,14.4,5.192730178,4.516853933,430.0251203,123.2005131,16.99134199,48.3,13165.65984,236.7,1,40.3
2489,10.7,0.0565478,0.1300441,5108,2569,2890,47123,35.517149,-84.353878,21.87854234,5.069055032,5.028045909,8.588957055,5694.541683,43749,9410.23,4833,23.16819794,33.9,8.2,30.8,35.07703062,75.01516207,12.66290107,35.18518519,12.42802704,15.5,3.972838755,4.447952319,475.1398113,100.6657067,14.85897063,40.9,10196.69975,216.3,0.856060776,133
2490,9.6,0.9559931,0.1233369,2330,545,2224,47125,36.551703,-87.352951,19.71861039,4.96568119,4.61568596,4.932126697,31813.7943,57431,9896.24,4874,21.04055819,32.8,7,25.4,40.75633106,72.87661535,17.16975103,30.37037037,8.802285623,10.8,4.077147232,3.742900147,565.5612397,72.13472067,14.29002793,32.9,8265.563742,896.7,0.935452377,77.3
2491,10.2,0.0043056,0.1395545,1390,6384,3471,47127,35.297553,-86.341444,16.34366521,4.256864267,4.39686862,8.064516129,1171.751071,55448,8320.62,5433,18.93547552,31.2,7.6,28.2,33.80362881,41.68500472,14.48914109,40,9.142166734,15.3,3.099885189,3.798677932,110.9350238,82.15109482,10.18329939,33.5,7870.398007,253.1,1,17.5
2492,9.4,-0.0127592,-0.7175108,21554,21636,7212,47129,36.098632,-84.590381,22.972933,5.179154752,4.964119183,1.838235294,2184.175635,40667,10580.75,5989,25.68202304,32.6,7.3,31.6,36.79357543,48.67421658,14.66516027,28,11.69252289,13.3,4.853258798,4.382894588,193.7671565,103.4517795,13.50067843,49.1,12737.57323,162.8,1,61.8
2493,10.9,-0.0547395,0.3346163,2039,2532,2026,47131,36.396173,-89.080699,22.89051131,5.200311703,4.947888513,15.625,3481.78453,38160,11315.18,6585,22.69704339,35.2,7.3,35.4,36.32506306,71.14157261,12.34556406,5,11.14066071,14.4,5.483581846,4.834589299,436.1269325,67.02500098,13.2254244,24.2,8933.214242,496.1,0.804930905,95.3
2494,9.5,-0.3210696,-0.8047478,2756,11006,3145,47133,36.348292,-85.322853,21.07292456,5.180801122,4.97097633,13.92405063,3002.424136,37154,10448.48,7077,23.81587327,35.7,8.3,31.4,34.62898937,50.81737083,13.23939725,11.53846154,11.98705352,13.6,4.118873827,4.640663311,216.870736,102.4525137,11.52332771,46.9,10443.34248,225.9,0.897208505,97.3
2495,9.5,-0.0377055,-0.2305067,3982,1595,7975,47135,35.652569,-87.858652,23.14966401,5.24176953,5.119163543,3.370786517,732.2524087,37135,12179.09,13179,24.27080585,29.4,6.7,28.1,34.62749885,12.76058118,12.42309418,29.41176471,11.68979592,13.6,4.81184454,5.380988944,253.0844669,141.5607068,16.43410853,35,13442.99151,367.8877297,1,100.9
2496,9.2,-0.3273077,-1.017338,5142,571,5138,47137,36.566056,-85.141613,19.26109223,4.829184845,4.725575673,3.174603175,889.2604566,39858,10991.11,9106,20.27090712,30.9,8.4,33.2,33.64305916,56.78550325,12.41556557,60,10.63944116,14.6,4.400977995,4.279900079,204.4591569,82.11143695,8.988764045,31.3,7333.830053,252.6,1,90.5
2497,9.7,-0.0666909,-0.1380173,1864,16757,2793,47139,35.125651,-84.565986,19.87724238,4.842023154,4.93576189,8.522727273,2453.727634,41191,9113.86,6093,22.03433385,33.1,8.4,30.8,35.53379171,78.81723626,13.93549795,50,10.84447145,15.8,4.557786218,4.433793578,224.1214439,114.6652015,13.12083025,43.5,11351.72022,190.8,0,111.9
2498,9.6,0.0015784,-0.8045098,1519,489,1553,47141,36.163405,-85.503295,20.06532898,4.76570461,4.836288658,7.621247113,8705.391866,42437,9884.95,5604,22.34786322,29.2,7.2,22.8,33.21300216,70.78718491,15.55374373,26.08695652,12.20628023,10.5,3.746625983,5.425727725,396.8813587,80.35163151,17.3115747,30.5,9394.372069,423.9,0.950323401,125.5
2499,9.8,-0.0424543,-0.472746,2949,2515,4086,47143,35.556242,-84.955218,21.83305409,5.017093502,4.936055857,12.84153006,3084.144585,43426,10037.31,6191,23.62626376,31.8,7.5,32.5,35.34614206,42.20189255,13.52075641,25,12.48395753,15.5,6.418079096,5.095703246,279.7309691,92.1302353,11.95695496,32.1,11211.70023,270.6,0.669218472,138.3
2500,10,-0.0336314,-0.3530294,2783,2210,1964,47145,35.882073,-84.524136,19.02052593,4.776864606,4.767141771,4.527559055,8171.882108,48391,10566.11,5907,21.07574112,35,7.6,24,34.82442748,65.20182352,13.74533632,27.11864407,9.85898252,16.3,4.362850972,4.989164341,334.0333057,127.0523108,14.43911355,46.2,11026.37704,244.5,0.914127701,128.7
2501,10.9,0.1051248,0.3889452,2882,1799,3342,47147,36.484933,-86.832296,16.98534593,4.235305429,4.401238838,3.067484663,7439.721396,59771,10701.76,5220,19.35425414,32,8.8,30.1,34.83129463,59.23238236,15.43809826,32.20338983,10.50292596,11.9,3.366835562,3.604339434,426.0948372,82.4174224,13.0275974,49.2,8565.058137,331,0.910695219,116
2502,11.2,-0.1017627,0.5501638,2353,1183,1888,47149,35.892016,-86.44798,16.31371986,4.085497259,4.16106532,4.685294948,64342,68082,9771.06,6148,20.32739602,33.4,7.8,24.9,37.31611299,73.64929704,17.58284928,20.71005917,8.793429134,11.4,2.880745605,3.649443267,491.5846515,57.90000368,14.24597656,42.7,6959.585968,469.2,1,82.2
2503,9.3,-0.0752177,-0.9387707,2195,2749,3141,47151,36.453953,-84.506554,22.23458919,5.284641953,5.019679336,4.109589041,1375.440333,34828,12986.11,8060,24.51055808,32,7.5,32,34.88477828,71.05002699,13.84177436,32,11.17823099,12.4,5.078937707,5.22896509,230.0211802,104.6520093,14.19975933,29.8,13023.02481,223.2,1,154.6
2504,9.7,-0.096647,-0.630039,3724,4912,4912,47153,35.354219,-85.392052,18.65051901,4.736827835,4.632292602,13.58024691,1569.741867,45100,10513.05,4038,19.9032887,33.7,8.5,25.8,34.57121482,36.8409864,13.73109707,28.57142857,10.44635999,13.6,4.928536225,4.439700114,389.131164,92.10472849,14.51469279,50.1,8616.161787,256.6,1,159.7
2505,10.1,-0.023313,-0.174236,2843,1683,2639,47155,35.861562,-83.580944,20.05266855,4.782850986,4.69846434,10.84558823,12103.34397,48482,9870.14,4657,20.94927889,39.1,8.1,31.6,34.69315429,60.94071577,13.94503404,28.75,15.38551024,14.7,3.988451464,3.798225638,311.1789879,91.24373352,14.61255618,37.4,9178.714412,298.1,0.900390079,99.5
2506,9.5,-0.0407901,0.1907598,1198,736,1426,47157,35.131228,-89.894188,19.70832623,4.387654104,4.477914909,19.65893352,190752,49563,9474.7,4886,20.51838684,35.1,5.9,23.5,38.12760073,86.93798483,13.14183376,19.13793103,11.61538838,12.4,4.318468873,5.447888212,1346.154765,81.52902546,20.66815466,30.7,9946.556695,835.5,1,65.5
2507,10,-0.0356707,0.3892446,2431,6545,3927,47159,36.241092,-85.968484,18.84101643,4.572716355,4.606036289,7.692307692,1744.703212,47653,11543.65,7028,21.34794172,32.1,8.5,26.1,33.30199469,62.58478556,14.75405548,26.47058824,10.30011115,14.4,3.534904402,4.151819512,236.7387289,111.9623475,12.09893048,43.1,8806.355849,300.6,0.029471394,109
2508,10.3,0.0413154,-0.0349664,13182,4452,4452,47161,36.493717,-87.798679,18.54318709,4.615247311,4.581886632,2.614379085,1874.205704,48175,10488.8,4793,21.33174007,32.5,8.2,28.8,35.03046602,54.32302612,14.16475695,50,11.2126404,15.1,5.323851624,3.869628906,439.1562195,93.32149254,14.03508772,54.3,9943.731896,279.1,0.938115708,57.8
2509,10.2,-0.0165832,-0.1059391,783,850,1355,47163,36.531452,-82.394917,17.78468367,4.625439719,4.814544184,5.543113102,28206.11088,45224,9655.39,5114,21.50321407,32.6,7.2,27.8,34.97629608,76.63480484,11.79675135,19.3877551,9.8972555,15.2,4.021768552,4.565962367,484.1974404,88.36377825,12.00692563,25.9,9511.538718,241.7,0.947602735,145
2510,10.8,-0.0286428,0.576696,1916,1340,2447,47165,36.398559,-86.536931,15.65918005,4.179058713,4.456211828,5.335874226,33270,65174,10862.39,6442,19.07670718,34.1,8.3,29.5,32.84014477,64.62074761,15.05828769,25,8.709170627,11.1,2.955027201,3.895281615,248.5570579,73.08290711,12.11053264,45.4,7224.549413,308,1,82.8
2511,10.1,-1.159556,0.5523542,2919,1497,2922,47167,35.478427,-89.748046,18.23565327,4.538098228,4.549510101,2.702702703,8486.584379,56511,10601.55,5649,20.20288819,35.5,7.6,32.2,36.8997885,49.33121593,14.94842934,30.76923077,9.946998169,15.1,4.396197883,4.414378598,668.4049501,86.1094142,12.63035921,53.9,9901.605378,402.5,0.510215646,102.3
2512,10.1,-0.3652838,0.6607032,4136,24079,10083,47169,36.393982,-86.170445,18.43989481,4.518737925,4.544968297,2.083333333,823.933218,49711,12515.46,11255,20.78012479,31.1,7.367784582,26.3,35.10195058,67.4205845,15.24694075,33.33333333,12.24489796,13.8,3.450012591,4.105407658,496.3870562,92.36015725,15.38461539,46.7,9988.401058,348.2,1,128
2513,8.8,-0.0270866,-0.1848844,2531,5920,2960,47171,36.149453,-82.396177,20.61096952,4.897482992,4.90715109,14.14141414,2113.229252,41188,9884.26,6039,22.35374116,33.7,7.6,26.6,34.79344418,100,12.87554579,58.33333333,11.69685767,14.9,5.352072686,4.452760052,251.0180175,116.3532215,12.98788695,24.6,10522.27031,218.4,1,131.7
2514,10,-1.44399,-0.1747897,6380,1496,4861,47173,36.243267,-83.816526,20.83863183,5.014095218,4.901354025,12.91866029,575.9804848,40357,11459.88,4809,23.49838195,35.6,8,30,35.00227836,22.41875556,13.71419894,25,12.52641691,15.5,4.362005707,4.022898266,295.2704468,125.1094708,14.04109589,61.6,11578.61974,219.7,1,73.4
2515,9.2,-0.0487657,-1.062228,2961,5742,2675,47175,35.723509,-85.45447,19.82717906,4.804831783,4.789959961,10.20408163,628.7990684,38478,10583.14,6016,21.66506513,33.4,8.4,32.7,34.35931551,28.96539293,13.22123587,20,11.76064442,14.4,4.335397809,3.703575662,274.1179592,95.32551899,9.976247031,47.7,12074.07819,211.4,0.50343178,10.4
2516,9.6,-0.0258038,-0.5294642,2132,1506,2710,47177,35.695537,-85.792646,21.70757775,4.968411642,4.822693093,5.811623246,3532.080255,37692,11260.87,5682,23.2875286,34.6,8,27.3,34.21151899,63.72900926,13.19351061,26.53061225,13.64907588,16.9,3.919744112,4.644317049,457.5722629,99.23785329,10.31289911,29.7,10077.3945,319,1,132.8
2517,9.9,-0.0867307,-0.2604485,590,329,1751,47179,36.324631,-82.434713,16.56449039,4.69881055,4.721596899,7.593984962,29532,43194,9607.98,5390,21.12121181,29.6,7.6,26.8,38.21502012,68.52958635,13.5504298,28.57142857,9.774613539,13.8,3.787751254,4.669759396,332.3609867,78.78914194,14.17173252,22.8,8977.854011,289,1,94.5
2518,9.7,-0.002649,-0.6569648,3343,5528,16583,47181,35.257711,-87.789817,22.53971862,5.110829627,4.766439437,3.658536585,1604.694393,36612,10441.73,6189,25.01753356,32.9,7.4,37.6,37.66351324,70.60689736,14.09065146,31.57894737,12.21400609,14.4,5.181094689,5.047780874,296.9738366,89.39639554,12.57334451,39.9,8865.40012,232.9,0.321293392,131.1
2519,10.6,-0.0788684,-0.1645604,1764,3334,3704,47183,36.292721,-88.773558,20.67475474,4.822126198,4.777504795,8.169014085,3121.011126,39424,11113.75,5470,20.68214212,35.3,7.3,32,34.70984293,22.30947146,13.97966661,20.68965517,9.638136344,11.6,4.856262188,4.52694648,203.9768142,79.5863866,12.57309942,22.1,9598.137589,533,0.881333722,114.9
2520,9.5,-0.0461013,-0.7522744,2961,6688,2675,47185,35.939892,-85.487471,19.6903585,4.81156769,4.744663568,6.15942029,2357.996497,39642,10017.22,4802,20.914768,30.9,7.9,29.4,34.09433687,33.25722689,12.95686982,31.25,11.09785203,15.3,3.953196824,4.321088921,254.3330821,111.7217223,14.1315519,30.8,10575.9622,373.3,0.881963821,115.5
2521,11,-0.0768464,0.7653269,670,669,1293,47187,35.920355,-86.85552,12.46824127,3.492446628,3.84333187,4.374784705,82216,111427,8903.42,3173,15.17839669,25.2,9.2,19.7,32.59839585,79.60170759,17.16573325,22.22222222,5.674482872,10.2,2.669401037,4.137401491,139.6704443,50.41638278,10.31232009,45.1,4051.519987,181.9,0.88457858,50.8
