,PM2.5,water_EQI_22July2013,land_EQI_22July2013,PCP Ratio,MHP Ratio,Dentist Ratio,FIPS,Latitude,Longitude,% Fair/Poor Health,Physically Unhealthy Days,Mentally Unhealthy Days,% No high school diploma,% Bachelors,Median household income,Healthcare Costs,Preventable Hosp. Rate,% Smokers,% Obese,Food Environment Index,% Physically Inactive,% Insufficient Sleep,% With Access to Exercise,% Excessive Drinking,% Alcohol-Impaired Driving,% Uninsured,% Diabetic,% Unemployed,Income Ratio,Violent Crime Rate,Injury Death Rate,% Severe Housing Problems,% Long Commute - Drives Alone,Years of Potential Life Lost Rate,Chlamydia Rate,perc_pop_fluo,PrescribingRate
0,11.7,-1.109728,-0.7065906,2409,6167,3084,1001,32.500389,-86.494165,18.41112436,4.200577983,4.306739284,10,5101.496972,58343,10674.34,6599,19.1246585,37.5,7.2,31.1,35.90540606,68.6775027,16.87801512,28.81355932,8.500966502,14.2,3.863522328,4.636663878,272.2822201,74.0318084,14.95464575,38.3,8824.057123,341.2,0.593730323,106.6
1,10.3,-0.5659107,-1.084299,1372,1096,2006,1003,30.548923,-87.762381,18.06045782,4.098747769,4.249648781,13.6384232,45674,56607,9537.12,3833,16.79548515,31,8,23.8,33.30586814,71.97103119,16.71496869,31.875,10.69928804,11.3,3.988336409,4.518559604,203.6603963,69.37428899,13.83172526,40.5,7224.63216,338.8,0.923156283,106.7
2,11.5,-0.9780902,-1.28147,2597,12635,2808,1005,31.844036,-85.310038,25.77341563,5.067438304,4.634994147,18.58974359,2722.722167,32490,9790.62,4736,21.54087757,44.3,5.6,28.2,38.56316713,53.62566923,12.69871542,29.62962963,12.51319664,18,5.900922778,5.755062606,414.2778607,72.90013441,15.45553145,33.8,9586.165037,557.9,0.493527908,90.7
3,11.2,-0.9681726,-0.8274103,1742,11334,3778,1007,33.030921,-87.127659,19.99691186,4.363377278,4.315710019,16.23616236,2612.424993,45795,10755.78,5998,19.91640424,37.8,7.6,34.9,38.1488654,16.25136374,15.92515079,27.27272727,9.680075276,14.9,4.385139901,4.254594439,89.34912598,100.0779368,10.96085409,48.6,11783.54368,302.1,0.270263672,80.6
4,11.7,-0.7186447,-0.6229339,4439,9669,4834,1009,33.955243,-86.591491,21.09532316,4.512752648,4.701599259,6.531204644,6066.721655,48253,10326.33,4162,19.65215818,34.4,8.5,28.5,35.94501042,22.94930393,15.37872189,21.875,12.11400416,14.3,4.021392994,4.126883464,482.6906109,105.1972275,10.40115302,59.7,10908.10182,114.3,0.18200946,48.9
5,11.2,-1.451335,-1.258014,3454,10309,5155,1011,32.116327,-85.701192,29.40771388,5.22661939,4.791918477,29.75206612,610.9200745,29113,10314.38,6767,23.47829118,39.4,4.2,29.2,45.02063587,26.69048928,12.89631731,60.71428571,13.20648344,20,4.925187032,6.599523479,311.0273327,109.9109342,20.75983718,47.3,12066.91026,733.9,0,19.9
6,10.6,-1.528175,-1.678537,3333,2832,3304,1013,31.773539,-86.65355,26.5026132,5.117432617,5.134573082,18.41004184,1763.912438,36842,10176.13,7962,22.19765552,40.2,6.5,34.7,41.9110839,48.57974889,13.04281127,31.25,10.66708425,17.9,5.488486474,5.122785583,581.5840052,95.48628379,13.78026071,31.8,14018.60626,827.7,0.466835054,118.6
7,11.8,-0.9281401,-0.0666635,1549,1015,1550,1015,33.72546,-85.819442,19.58470142,4.290448066,4.476572166,7.631954351,15499,45937,10901.19,6450,20.46223175,37.1,6.9,30.2,41.31434398,44.71376042,15.43167702,17.85714286,11.19820587,16.2,4.933965162,4.983813569,756.0665443,82.06214909,14.53881076,30.6,12217.75998,587.5,0.492888642,138.2
8,11.4,-1.004405,-0.2369899,1991,16857,4816,1017,32.860439,-85.266474,25.21983554,5.037044668,4.93264621,13.76146789,3751.090633,36883,9256.66,5511,22.04036962,40.3,6.3,32.4,37.26657479,61.86467923,13.52845089,34.21052632,10.65698299,17,4.078808645,4.739234303,528.9997362,81.21612317,16.06819006,30.9,11273.17098,792.3,1,127
9,11.4,-0.9704146,-0.1945019,2858,5171,6464,1019,34.179333,-85.629194,19.29159345,4.277917079,4.681252945,5.095541401,3387.222747,44842,11470.43,6577,19.14485261,36.3,8.5,31.8,35.35507081,33.42952788,15.23273067,17.85714286,11.89542484,13.5,4.054054054,4.786069357,330.438792,105.6438491,15.46985816,43.4,11294.41054,169,0.310471352,128.3
10,11.2,-1.059535,-0.6654943,5493,2448,3672,1021,32.877547,-86.687406,21.46530717,4.736277114,4.625572407,11.79401993,4557.842507,46405,10515.38,3791,19.67327502,35.3,8.1,31.2,35.17456926,47.24239855,15.06431265,18.75,14.21126258,14.7,4.048540642,4.969531974,507.810721,90.06837008,13.05820758,49.2,10831.91736,307.3,0.006325511,107
11,10.1,-1.24212,-1.716982,2599,5276,2158,1023,32.016562,-88.264164,24.11128491,4.738148772,4.756276958,21.36752137,1312.603958,36711,11241.35,4778,19.06205957,41.3,6.4,32.6,38.29117428,27.56331626,13.02524036,58.33333333,11.28327374,16.2,6.388376384,5.771077784,128.4146626,103.2540201,13.3632287,45.9,12047.18708,375.3,0,92.2
12,10.4,-1.122216,-1.877054,1742,1505,3440,1025,31.685685,-87.815673,27.70052858,5.034122472,4.803871485,9.090909091,1698.343231,36719,9935.26,5857,20.93332271,39.6,5.4,32.3,40.84477971,23.86482406,13.35369528,31.25,11.38065443,18.5,8.484455959,8.165117393,475.312436,79.47965159,12.68191268,34.3,9688.373844,633.4,0.642154882,154.5
13,10.6,-0.9876922,-0.189493,2698,6684,6684,1027,33.272412,-85.820227,20.58763477,4.472032396,4.586048237,10.1910828,1330.175456,39642,9781.85,5644,19.13940444,37.7,7.9,30.6,38.54052487,63.97502153,14.81913369,30,13.4434634,14.7,4.369865408,4.905323194,309.0672128,80.05692937,14.29889299,39.4,9666.041236,287.8,0.127609527,112.2
14,11,-0.8583899,-0.2598838,3731,2483,4876,1029,33.62977,-85.494315,18.30098389,4.350971986,4.623916344,1.97044335,1032.158003,45480,11134.31,5505,19.71051178,34.5,8,28.7,33.50478468,41.48410366,15.97004722,32,11.89959973,13.1,4.458376872,4.911402157,103.3333333,102.7817823,11.6017316,49.5,11985.55531,252,1,48.1
15,10.9,-1.086293,-1.371213,1830,1853,3051,1031,31.354433,-85.904715,20.22687141,4.548244453,4.606066663,7.482993197,8638.162109,51998,9855.89,4614,18.2012209,33.4,7.5,30.3,37.30473188,57.17546248,15.5284197,40.90909091,10.8041208,14.8,4.387789657,4.783428571,276.2080442,59.72876116,12.21294363,24.5,7933.129666,467.5,0.696933493,118.7
16,10.7,-0.9147808,-0.2068101,1465,3206,2370,1033,34.723385,-87.685151,20.24993655,4.33704826,4.491632202,7.863247863,7674.415383,46100,10879.2,6478,18.37114645,32.5,7.4,33,36.95078304,55.28220769,15.82277262,17.80821918,9.705010002,17.6,5.209596397,4.934538942,400.0073565,69.08386708,14.54627336,27.2,10332.48404,473,0.8533937,186
17,10.3,-0.9339556,-2.215354,2066,1559,6235,1035,31.418674,-86.996483,29.06951469,5.570187931,5.280280409,19.62616822,1022.277225,30796,10934.61,11309,23.47999723,38.7,5.2,34.6,42.32037304,37.12579377,11.45255113,26.47058824,12.79908056,19.5,6.140350877,4.922126484,387.409201,90.34282726,17.1179884,42.9,10635.36516,552.5,0.447850237,84.9
18,11,-1.515493,-0.3489624,2396,10754,3698,1037,32.975932,-86.155035,23.98760761,4.824660434,4.707157119,17.28395062,1543.218545,42442,10704.08,4725,20.5045703,40.4,6.9,31,36.80937197,8.310945489,13.53170396,21.875,13.34387544,18.6,4.622815087,4.284155062,254.8321954,115.1496016,16.06741573,39.4,12713.32637,440.9,0.663937867,24.3
19,10.5,-1.389087,-2.085917,1971,1686,2649,1039,31.282449,-86.410955,22.44928919,4.769999561,4.797046713,5.097087379,4372.553465,39093,10886.93,8193,20.93981084,33.4,7.5,32.8,35.91244884,50.61829737,15.40189052,27.27272727,12.32830253,14.8,5.240956155,4.616332909,331.1214245,72.80070144,13.64548495,26.9,11346.01302,448.4,0.496459399,143.1
20,10.7,-1.482703,-1.450618,6957,1982,6936,1041,31.743487,-86.29708,22.2906023,4.589517957,4.664164618,10.91954023,1241.371988,38419,10219.74,6215,19.97713662,38.2,6.2,30,37.55186144,26.37710341,14.43564624,41.17647059,11.50662988,15.9,4.472494935,5.763152437,331.907361,74.59474968,9.935004643,43.8,9259.129617,701.2,0.177713037,81.1
21,11.6,-1.033514,-0.5935889,1718,836,2069,1043,34.162362,-86.831859,20.70415356,4.496509287,4.750576614,9.480122324,8458.461233,45925,10123.51,6303,20.34060491,34.5,8.3,33.4,35.37426646,46.32117006,15.89564952,28.97196262,12.83388794,16.4,3.714429949,4.622061583,129.3922855,96.98752355,13.63273134,34.9,10007.61472,337.1,0.929637007,141.1
22,11,-0.9135399,-1.750026,6153,1231,2896,1045,31.383346,-85.641269,22.61333682,4.716841145,4.441554918,9.683794466,8923.685184,42572,10691.7,5162,18.61218467,37.3,6.7,28.7,40.84584768,48.34729657,14.39450885,43.75,11.04233721,15.6,4.434266157,5.234291606,436.7214188,72.76108091,12.723449,25.8,9637.456481,571.9,0.698358959,69.6
23,11.1,-1.44494,-0.2703852,1334,2064,3017,1047,32.408815,-87.034955,28.70515353,5.139038564,5.075556949,13.80670611,4350.75311,31329,10329.2,6574,22.19683462,41.9,4.3,28.1,42.32435318,49.05979005,12.01647655,55.10204082,10.37381451,16.6,7.525945765,6.546227811,924.5611684,103.4004538,22.99725861,25.7,13923.69398,1030.9,0.60978189,102.6
24,11.3,-1.497997,-0.5405833,2363,4476,3979,1049,34.45511,-85.817208,23.09744566,4.54743569,4.650328658,7.257072571,5549.040524,39906,10156.38,5204,22.36335316,30.4,8.4,30.5,35.81592162,46.53560028,14.89396326,34.52380952,16.57869113,12.2,4.490667401,4.651818404,312.3306881,93.33052217,13.09214471,30.1,10995.27687,251.9,0.375622297,103.2
25,11.9,-1.067229,-0.5559979,3718,9075,6806,1051,32.559652,-86.225647,18.95798772,4.227616682,4.407985912,13.8427464,7081.728875,59652,10031.65,6057,18.66105088,36.1,7.6,27.9,38.42432624,52.09008486,16.57222356,36.14457831,8.546044499,14.6,3.641637125,4.352515593,238.6766637,77.42925056,11.29144852,45.6,8400.134882,419.9,1,109.4
26,10.2,-1.287591,-2.041462,2515,2080,2881,1053,31.088737,-87.282053,24.45262368,4.850478435,4.695159577,12.20779221,3445.75578,37870,11031.84,7620,20.86807753,38.4,6.5,30,39.74832963,48.65732404,13.14663492,38.0952381,13.18240436,18.1,5.030657748,5.561145685,446.2453158,120.8395166,11.93265007,28,11920.56993,545.9,0.570929176,154.9
27,11.5,-0.8389902,-0.5926611,1266,943,1868,1055,34.013693,-86.025393,22.97362931,4.982018509,4.909352036,9.727947238,13014,41791,12308.84,7165,23.13035858,36.1,7.1,33.4,40.83559392,45.15752179,13.80467062,17.34693878,11.52335437,15.2,4.574066303,4.715473363,603.9626197,87.23669059,12.19298246,28.5,11760.7347,508.1,0.757200953,130.5
28,10.6,-1.047124,-0.9446382,871,8234,3294,1057,33.726422,-87.770355,19.61169181,4.57422857,4.622769215,8.196721311,1650.479035,39394,11417.23,5503,20.03300017,37.8,7.9,34.6,38.91526204,34.9863697,14.90913411,31.57894737,10.80351635,15.7,4.732730893,5.030225038,235.0347809,98.13777586,12.79317697,38.1,9663.732429,456.3,0.764897959,114.3
29,10.5,-0.9574646,-0.4494201,2259,7874,3937,1059,34.460481,-87.793594,22.40936248,4.742667937,4.854164447,7.894736842,2492.528989,41025,11748.53,7810,20.88748226,33,8,33.5,38.42066779,57.98637396,14.95359809,10.71428571,13.07406983,13.7,4.233524355,4.261659944,264.2344364,90.53383306,12.31218698,35.6,10875.86544,351.3,0.609793114,181.3
30,10.6,-1.396302,-1.666807,3802,6605,13211,1061,31.09426,-85.788849,23.76159435,4.921944506,4.909681346,9.712230216,2998.403087,38561,10500.24,5629,22.30488096,38,7.9,32.3,36.92114575,20.20530049,14.65654977,41.66666667,14.10839492,16.2,4.271054821,4.90736829,413.5711211,78.79865817,11.48303115,42.5,10643.19241,348.2,0,42.1
31,10.5,-1.161637,-0.4426979,1684,8330,8330,1063,32.830505,-87.924,34.09874843,5.644848957,5.255158616,22.47191011,680.7300768,28108,10073.02,7559,24.42496004,42.1,3.1,27.9,45.23545272,6.224433389,9.953682165,28.94736842,11.08774039,18.9,7.659724674,5.643856251,669.3440428,77.5959368,17.5,43.3,12886.13694,853.5,0.558008832,53.9
32,10.8,-1.525895,-0.3608167,7476,7406,7406,1065,32.775804,-87.626084,27.47581533,5.189538519,4.982512752,8.717948718,1286.481187,34905,10359.42,6807,22.06263417,42,6.1,30.9,41.79543606,29.89847716,12.9096037,33.33333333,11.20862588,16.1,5.893124688,6.038856486,208.5580726,82.20413142,17.89029536,48.3,11901.73431,955,0.769623169,98.7
33,10.9,-1.470408,-1.359787,3433,5716,3429,1067,31.478593,-85.268828,21.28018723,4.642782789,4.544628076,2.094240838,1793.712599,48094,10535.13,4305,19.66662856,37.9,7.7,32.3,38.11461866,25.70223096,13.67640884,20,11.74211042,16.7,4.867851277,5.138095238,197.3722972,72.07793718,11.16751269,35.2,9803.390263,453.8,0.243088783,26.7
34,10.7,-0.7567589,-1.676321,1156,756,1535,1069,31.20455,-85.391221,23.81457627,4.760683454,4.420156546,9.082568807,11640.1991,44753,10093.51,5137,21.50920125,36,7,28.8,37.04631197,57.75158301,15.60567081,26.13636364,11.12686121,14.5,4.339015109,5.012572588,487.7884842,71.86282271,13.15218778,26.8,9376.718606,621,0.805106588,136.2
35,11,-0.9343106,-0.310751,1931,2257,3053,1071,34.731984,-85.938698,19.52073055,4.579478572,4.788288001,9.882747069,4976.959476,42658,10993.45,6730,22.31374277,37,7.9,30.4,38.04265797,47.73141451,15.1252171,23.61111111,12.5834494,16,4.768923957,5.125297383,316.9849481,98.4424722,9.691629956,37.3,11015.60231,241.1,0.86730826,138.6
36,13.4,-0.7234151,-0.1579854,924,642,1139,1073,33.518601,-86.814688,19.83986562,4.009718001,4.282153636,11.26618886,149661,50731,9861.87,4236,18.40787557,33.3,6.2,27.9,36.34513264,79.53516203,16.13199242,16.11374408,9.851664705,13.2,4.240381007,5.432477737,872.7500202,92.1391653,17.73464148,32.9,10995.21459,700.1,0.989226782,104.2
37,10.3,-1.483705,-1.135449,871,6973,4649,1075,33.762769,-88.109649,25.08058365,4.880416147,4.96969163,5.714285714,1198.312171,39796,10176.28,5852,20.68624791,35,7.7,36.4,37.87654685,17.52952486,13.90192664,21.42857143,11.11829347,15.7,4.225846046,4.747185741,162.2117216,82.77200594,11.56351792,40.6,12557.42171,362.1,0.373624324,75.4
38,11,-1.043781,0.1620038,1964,685,1851,1077,34.866179,-87.608759,19.38435625,4.292568461,4.542209387,5.614714424,12504.28175,46646,9847.47,5480,18.74983866,34.6,7.5,28.2,35.05816101,58.83139717,14.67552571,27.94117647,9.936147231,14.4,4.612114264,4.548840625,268.6032092,69.71047492,12.76871277,29.1,8950.955891,451.1,0.956105674,104.7
39,11.3,-1.015049,-0.3941799,6649,847,11016,1079,34.543683,-87.272414,21.41235223,4.644699353,4.74040373,11.94444444,3072.350205,42912,10446.53,6598,21.1006472,35,7.9,34.9,38.71894829,48.98511896,15.40081733,23.80952381,13.98272376,14.9,4.882697947,4.950089526,260.4530022,96.71296074,11.45179165,47.9,11245.91755,304.7,0.066133638,98.8
40,12.1,-0.8520504,-0.3241729,1939,1234,3367,1081,32.588092,-85.345833,19.3778864,4.186244494,4.403108973,8.856971873,35572,51372,8633.68,3778,18.73573328,31.4,6.4,22.1,36.5670481,66.41211577,18.41105629,30.66666667,10.48890772,9.5,3.913220892,6.231044924,415.637401,55.44370292,19.91429071,28.1,7084.994902,507,0.939537081,58.5
41,11.8,-0.9299271,0.1351192,2811,2484,3776,1083,34.815612,-86.938972,18.41558326,4.043275324,4.347254026,7.992565056,6840.090173,57342,10153.28,5951,18.78264669,33.6,8.2,27.3,37.39478359,60.35370008,15.69438092,25.68807339,11.06293779,12.4,3.978876667,5.091074856,160.1237419,56.49471044,11.06627348,39.8,7645.140486,257.7,0.951360589,68.3
42,10.9,-1.459948,-0.5296161,10358,6167,10076,1085,32.162415,-86.618688,30.04841205,5.359850386,5.121477359,8.695652174,388.9210946,33130,10324.12,5337,22.35740491,46.2,4.5,32.9,42.73863118,4.867687406,10.75884011,54.54545455,11.35344723,18.2,8,5.763637951,671.0192238,124.5807379,21.14485981,60.1,17068.20373,1049.1,0.15925124,0.4
43,11.7,-0.9795369,-0.9971046,3161,257,3751,1087,32.425739,-85.715007,29.9782061,5.169402174,4.851559013,20,2229.032701,30849,8008.59,5299,21.78973115,46.7,3.9,30.7,45.89316797,32.26738766,11.82009195,40.74074074,10.42271935,19.3,5.778003041,6.426694878,734.3124166,91.72781855,20.78651685,36.4,11805.59721,1178.9,1,44.6
44,11.6,-0.7665721,-0.0531268,1133,768,1796,1089,34.746392,-86.613232,14.71834807,3.775368643,4.035996713,6.805625314,116905.02,62750,9856.05,5154,16.42110787,31.8,7.5,21.9,36.15362162,69.15692734,15.59193318,30.81395349,8.762772844,12.9,3.848635193,5.105284787,610.7231592,62.31998883,12.5612456,25.4,8015.292878,565.2,0.984656707,100.5
45,10.6,-0.9846498,-0.0910132,2459,3229,3875,1091,32.340479,-87.800648,27.40450756,5.151575309,4.826014137,9.090909091,1967.211264,37469,10062.01,6242,21.43325958,40.7,5.3,31.5,39.26068391,44.55699815,11.60809131,45.16129032,10.10029574,18.9,5.653942018,6.864045645,449.4152495,89.59040074,18.11594203,33.2,11227.69188,571.9,0.75124916,127.2
46,10.5,-1.01477,-1.168881,3333,9944,4972,1093,34.111797,-87.8743,20.86046427,4.594114275,4.768314047,9.782608696,5248.210327,38049,11146.41,7117,20.81832463,36.4,7.9,31.6,37.53765331,46.41603847,13.8242026,8.823529412,11.39999138,17.8,4.785491731,4.757926907,295.8973336,95.61499031,12.22965002,28.1,10859.87408,241.2,0.953499254,162.1
47,11.8,-0.9446014,-0.4644142,1699,434,3082,1095,34.311974,-86.293279,21.9612101,4.710150496,4.98102738,7.710651828,3409.889819,42751,11226.99,5877,21.59965441,33,8.1,32.9,35.71209728,61.5605414,14.57171834,26.82926829,13.72596801,12.5,3.804502707,4.777287454,286.2690824,86.76862682,13.92294221,29.3,10530.24104,213.4,0.779713042,163.9
48,10.8,-0.7759879,-1.249175,1525,1200,1990,1097,30.683993,-88.170637,19.87617161,4.630299539,4.425381259,16.29007962,64188,45615,10312.35,6066,18.91319867,36.9,6.4,28.4,37.29141239,72.00454246,16.46166331,35.34246575,12.39202455,14.9,5.182587965,5.250730173,548.14738,80.78565131,17.03093586,36.2,10333.26812,684.1,0.73577565,118.4
49,10.4,-1.201586,-1.679679,2691,1422,4265,1099,31.505611,-87.360894,26.16900103,5.072571466,4.790526083,11.96911197,1910.9769,36432,9706.95,4791,21.91414582,39.1,5,31.6,38.05333372,52.09380961,12.12058725,37.03703704,12.29986706,17.4,6.741102582,7.960934603,492.3091419,84.62649361,12.31409875,31.9,12279.62199,514.9,0.447039652,123.4
50,11.9,-0.8453642,-0.5595748,1029,827,1444,1101,32.346175,-86.243797,21.26913715,4.255411814,4.320048026,18.39186691,58619.85306,45833,9173.8,5809,19.60646437,36.6,5.4,25.8,37.11891253,77.32110236,15.89581581,32.89473684,11.12324501,13.3,4.304061419,5.533600859,531.7145579,69.76567564,18.83726125,19.7,9964.873688,1113.7,0.972786455,81.2
51,11.6,-0.9918228,-0.3755517,1831,747,2049,1103,34.514252,-86.930781,20.4830876,4.648270769,4.457800085,9.803921569,16205.64979,49274,10087.05,5862,20.07158591,31.5,8,27.2,37.51680578,57.30688761,14.66605166,29.57746479,11.15681287,13.4,4.106491612,4.702196119,180.7332486,76.40891504,13.13939656,35.4,9337.445726,340.3,0.797646729,117.7
52,10.7,-1.4887,-0.3099595,3191,3113,4670,1105,32.581066,-87.369219,32.30499582,5.764698612,5.343085588,6.930693069,868.1774872,26703,8857.11,5789,23.27089354,44.9,4.8,34.5,44.0162448,52.72401095,11.76306446,57.14285714,11.25107358,20.1,7.936507937,5.377207738,381.4147018,72.29761831,20.28985507,47.1,14815.80916,977,0.401504597,3.6
53,10.5,-1.481233,-0.7058909,2541,6725,10088,1107,33.292973,-88.066472,25.13970968,4.982521897,4.754649783,1.818181818,2233.086009,38379,9855.57,5439,21.4232526,36,6.9,27.4,40.24090013,5.884736149,13.83629506,37.5,11.68857432,16.3,5.293588591,5.78465741,166.2155103,82.07257985,15.76193591,48.4,9928.396733,545.1,0.298230935,70.1
54,11,-1.416511,-1.367575,2080,2772,3696,1109,31.787277,-85.948647,22.21603018,4.919464155,4.868311013,12.71477663,3242.829793,40680,9904.84,5470,22.22820971,42.8,6.3,26.1,39.09668052,62.44566704,16.0278005,34.09090909,12.81835242,13,4.875967975,6.568135538,564.4020349,66.73600798,15.29135706,25.5,10147.50033,862.6,0.529825412,98.9
55,11,-1.046226,-0.3970043,3775,4534,7557,1111,33.257607,-85.427266,21.58400866,4.61844197,4.741387228,8.19112628,2241.672741,41112,9887.45,4215,19.74937246,36.6,7.2,30.4,36.35385851,34.8448479,14.26182008,27.5862069,11.96277496,15.3,4.395604396,4.790697674,196.4983552,97.10109106,17.10600112,39.5,10889.56817,434.8,1,95
56,12.1,-1.036148,-0.6757652,4475,2716,4388,1113,32.421972,-85.062843,23.77769306,4.677256645,4.688231791,11.85410334,9373.495283,36186,10107.88,4027,21.77860829,40.4,6.6,30.9,41.24697987,69.9170869,14.66127363,19.78021978,10.80309005,13.2,4.297224709,4.852205006,504.9962394,79.9129459,16.92895684,35,11668.48423,708,0.978989783,103.4
57,12,-1.546678,-0.6216325,5868,6785,3675,1115,33.660628,-86.369107,18.14137408,3.870744344,4.114243946,11.5942029,8914.278345,52755,10774.18,6162,19.6323482,35.6,8.4,29.5,36.63076878,47.71811037,15.67937567,23.80952381,9.433046853,12.3,3.969598932,4.16369164,299.3994771,90.99306207,11.71044403,52.8,9681.663362,251.5,0.2128574,105
58,12,-0.8513269,-0.6050194,1170,1424,1942,1117,33.290719,-86.737978,14.62267655,3.678102334,3.863553324,5.778414518,60967,74098,10576.23,3910,16.87485205,32.9,8.6,22.3,36.70310007,86.86316221,18.77449432,20,7.399686468,9.3,3.225983481,4.143162459,263.6228776,59.11235659,10.57787781,45.9,6354.362197,217.8,0.466672954,89.6
59,10.4,-1.002564,-0.3029731,1863,6344,6344,1119,32.57442,-88.232646,31.97898612,5.696807257,5.231037687,23.02158273,1085.221869,26495,9920,5646,23.00803497,43.1,4.5,31.8,43.27665962,18.30996149,11.48554402,40.625,12.87718236,20,6.53907496,7.235941169,435.4801742,102.5138853,26.79127726,41.7,15412.98179,934.2,0.234436876,36.4
60,11.5,-0.5249334,0.1185727,3204,7279,3813,1121,33.372083,-86.169238,24.39321881,4.832574374,4.793194528,7.297605473,7502.771068,41733,11121.24,4924,21.4248488,40.7,6.8,33.2,42.18156803,59.79876293,13.09925771,28.20512821,9.818546492,16.4,4.962175009,4.758846658,468.5727744,99.64109377,15.51312649,33.4,12392.87666,586.6,0.697585468,123.6
61,11.4,-1.050121,-0.3345971,2396,4068,3698,1123,32.85306,-85.864503,23.64316693,4.889383649,5.055099467,10.10752688,4612.848316,44469,10856.83,4658,20.92048346,34.5,7.1,30.5,41.19439254,70.56180315,14.41983356,26.82926829,10.71361385,15.9,4.157776684,5.399457925,638.9143409,82.59212198,17.18223584,35.9,10204.2435,527.1,1,98.3
62,11.3,-1.063299,-0.567566,1374,815,2078,1125,33.214154,-87.520229,20.85753228,4.456268853,4.690700329,11.47540984,39492.91399,51644,10302.46,6078,20.08367679,34.1,7,26.7,37.90466333,70.95542907,18.83549073,30.05181347,9.210279387,12.6,4.141600411,4.852098862,401.7177234,60.53351774,17.77809923,24.7,8854.970748,615.2,0.97382017,99.9
63,11.6,-0.9926742,-0.5558276,2166,2135,2373,1127,33.834858,-87.253922,21.63012974,4.699271592,4.895751964,9.641532756,5834.772347,41925,11152.3,4301,19.79027189,38,7.4,33.3,39.47672409,46.0453874,13.75526378,22.34042553,11.46909945,14.7,5.018890436,5.066322678,449.8501783,120.3236461,11.5625,39,15487.51276,421.6,1,216.1
64,10.1,-1.00578,-1.701989,8378,5510,8266,1129,31.410368,-88.18612,22.74661871,4.685253455,4.827619706,7.327586207,1164.033008,44249,11005.08,4939,20.73555711,40.4,7.2,31.5,38.75590021,18.28678687,14.6188119,38.0952381,13.05079783,17.1,6.8359375,4.741570398,243.104535,121.7154722,9.45395273,48.8,13127.57805,481.2,0,52.4
65,10.4,-1.065692,-0.8864514,2747,10719,10719,1131,31.999753,-87.380407,30.37122834,5.65747973,5.181122621,16.78321678,597.0098987,25700,8952.31,4364,24.25493419,44.4,2.1,34.8,43.28828118,9.777206512,10.97714136,48.27586207,10.52691867,19.8,11.3960114,5.958689155,644.666847,112.3819536,15.73472042,38.8,12067.3162,955.1,0.942544787,52.6
66,11,-1.082048,-1.406308,1984,23722,5931,1133,34.163824,-87.415693,21.78087205,4.943430163,4.942185917,7.142857143,2574.538767,38562,11853.99,12415,22.7808315,38.2,7.9,33.6,36.49100341,76.17627839,14.70121874,21.21212121,12.87850367,17.2,4.996889903,4.375145322,107.4801619,91.0609858,11.00478469,40.1,10380.22181,265,0.725970562,155.1
67,6.2,-0.0220987,-5.101795,2824,1685,3370,2013,54.860151,-162.901536,16.74102301,3.418464467,2.726474228,17.64705882,206.8037585,69375,4895.03,4945.947431,17.42706196,39.5,5.2,22.2,35.90732098,92.74116523,16.86403499,29.24447772,33.45370978,8.6,2.515479876,4.347999249,235.0347809,88.88780687,14.49275362,0.5,8946.27444,179.6,0,69.22447607
68,6.2,-0.0674862,-5.092213,2824,1153,961,2016,54.023571,-168.292885,15.17638348,2.966866603,2.569843973,6.666666667,471.0530034,80290,6617.06,4945.947431,15.34680099,40,7.7,23.9,34.42104981,89.55223881,19.39048474,100,22.27897839,8.2,3.626003626,3.215490541,294.6175637,88.88780687,18.42105263,0.5,8946.27444,315.7,0.053199767,69.22447607
69,5.8,0.617183,-4.764957,923,284,809,2020,61.192232,-149.793182,13.03471919,3.44365686,3.130304719,19.86735871,70561,78579,7032.03,2763,14.92845609,28.6,8.1,17.5,29.73926991,91.70327524,19.33168346,28.03738318,12.87378066,7.8,5.973807104,3.698226026,1006.657195,81.36870874,16.27287854,13.8,7876.536065,827.6,0.910889641,59.4
70,5.8,0.0073563,-5.118498,898,50,753,2050,60.679946,-162.151263,26.27061151,5.684245313,4.857295837,45.17241379,1307.842271,45582,5536.68,818,33.38231417,31.3,3,27.5,35.17538821,95.66801857,19.01747371,55.55555556,23.89810931,6.8,13.79449295,5.224163803,235.0347809,153.9903589,59.57683742,1,14538.33721,2897.6,0.155054745,69.22447607
71,5.8,-0.0598552,-5.100278,898,867,867,2060,58.735464,-156.834047,15.45408765,3.745194312,3.511146708,16.66666667,157.0176638,70094,6431.54,2063,20.04173401,38.6,6.8,24.3,31.39145517,5.416248746,22.44925612,0,22.93814433,9.7,6.338028169,3.911151944,0,284.215129,16,3.4,8946.27444,448.4,0,69.22447607
72,5.8,-0.1675138,-4.863213,1953,191,2074,2068,63.882845,-149.032949,12.20058402,3.232784728,2.959422682,54.90196078,319.3984249,73220,5791.74,4945.947431,17.61442168,27,6.2,15.2,29.99909218,67.96276013,22.71516403,40,14.52991453,6.8,9.380530974,3.28341686,235.0347809,88.88780687,26.47058824,20.4,8946.27444,208.4,0,69.22447607
